X,Y,publicaddress,caseNumber,precinct,reportedDate,reportedTime,beginDate,reportedDateTime,beginTime,offense,description,UCRCode,enteredDate,centergbsid,centerLong,centerLat,centerX,centerY,neighborhood,lastchanged,LastUpdateDateETL,OBJECTID
-93.3107720505999,45.0073800585274,0026XX RUSSELL AVE N,MP2018399678        ,4     ,2018/12/05 00:00:00+00,1958,2018/12/05 00:00:00+00,2018/12/05 19:58:00+00,1740,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/12/06 00:00:00+00,14503,-93.31077,45.00738,-10387307.6302,5622683.4002,Jordan,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8323
-93.2321194773837,44.9296032479888,0040XX 28TH AVE S,MP2018399698        ,3     ,2018/12/05 00:00:00+00,1800,2018/12/05 00:00:00+00,2018/12/05 18:00:00+00,1500,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,05 ,2018/12/05 00:00:00+00,13026,-93.23211,44.9296,-10378552.0658,5610445.7583,Standish,2019/03/12 00:00:00+00,2022/03/17 09:10:30+00,8324
-93.2567237455176,44.9690036735474,0012XX 8TH ST S,MP2018399720        ,1     ,2018/12/05 00:00:00+00,2010,2018/12/05 00:00:00+00,2018/12/05 20:10:00+00,1755,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/06 00:00:00+00,19054,-93.25672,44.969,-10381291.0004,5616643.0682,Elliot Park,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8325
-93.2937659370567,45.0257852384596,0011XX 39TH AVE N,MP2018399744        ,4     ,2018/12/05 00:00:00+00,2334,2018/12/05 00:00:00+00,2018/12/05 23:34:00+00,1837,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018/12/06 00:00:00+00,,-93.29376,45.02578,-10385414.5183,5625581.7581,Webber - Camden,2019/01/23 00:00:00+00,2022/03/26 07:00:58+00,8326
-93.2615029822551,44.8988379384102,0057XX ELLIOT AVE,MP2018399754        ,3     ,2018/12/05 00:00:00+00,1848,2018/12/05 00:00:00+00,2018/12/05 18:48:00+00,650,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/06 00:00:00+00,14718,-93.2615,44.89883,-10381823.0226,5605609.6247,Diamond Lake,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8327
-93.3001940674308,44.9483649211752,0014XX LAKE ST W,MP2018399758        ,5     ,2018/12/05 00:00:00+00,2038,2018/12/05 00:00:00+00,2018/12/05 20:38:00+00,1851,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/12/05 00:00:00+00,21952,-93.30019,44.94836,-10386130.0945,5613396.2594,East Isles,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8328
-93.2982919468004,44.9474742040119,0030XX HENNEPIN AVE,MP2018399761        ,5     ,2018/12/05 00:00:00+00,2340,2018/12/05 00:00:00+00,2018/12/05 23:40:00+00,1852,THEFT   ,OTHER THEFT                   ,07 ,2018/12/06 00:00:00+00,11281,-93.29829,44.94747,-10385918.3514,5613256.1615,East Bde Maka Ska,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8329
-93.2982919468004,44.9474742040119,0030XX HENNEPIN AVE,MP2018399790        ,5     ,2018/12/05 00:00:00+00,2001,2018/12/05 00:00:00+00,2018/12/05 20:01:00+00,1932,THEFT   ,OTHER THEFT                   ,07 ,2018/12/06 00:00:00+00,11281,-93.29829,44.94747,-10385918.3514,5613256.1615,East Bde Maka Ska,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8330
-93.2537149777123,44.9978002155513,0007XX MADISON ST NE,MP2018399791        ,2     ,2018/12/05 00:00:00+00,2009,2018/11/30 00:00:00+00,2018/12/05 20:09:00+00,800,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/06 00:00:00+00,15861,-93.25371,44.9978,-10380956.0659,5621175.1818,St. Anthony East,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8331
-93.2561155564258,44.9627205397298,0013XX FRANKLIN AVE E,MP2018399804        ,3     ,2018/12/05 00:00:00+00,2011,2018/12/05 00:00:00+00,2018/12/05 20:11:00+00,2011,BIKETF  ,BIKE THEFT                    ,07,2018/12/06 00:00:00+00,21481,-93.25611,44.96272,-10381223.2971,5615654.5062,Ventura Village,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8332
-93.2956228409872,44.963423316626,0019XX FREMONT AVE S,MP2018399815        ,5     ,2018/12/06 00:00:00+00,224,2018/12/03 00:00:00+00,2018/12/06 02:24:00+00,2200,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/06 00:00:00+00,14802,-93.29562,44.96342,-10385621.2279,5615765.0728,Lowry Hill,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8333
-93.2689202655548,44.9224191730377,0044XX 5TH AVE S,MP2018399854        ,3     ,2018/12/05 00:00:00+00,2050,2018/12/05 00:00:00+00,2018/12/05 20:50:00+00,1500,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/06 00:00:00+00,14333,-93.26892,44.92241,-10382648.7108,5609316.2304,Regina,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8334
-93.2486258725074,44.9368308208266,0036XX 18TH AVE S,MP2018399893        ,3     ,2018/12/06 00:00:00+00,100,2018/12/05 00:00:00+00,2018/12/06 01:00:00+00,2100,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018/12/06 00:00:00+00,12278,-93.24862,44.93683,-10380389.5493,5611582.2678,Powderhorn Park,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8335
-93.2895209320119,45.0008617746906,0021XX ALDRICH AVE N,MP2018399922        ,4     ,2018/12/05 00:00:00+00,2210,2018/12/04 00:00:00+00,2018/12/05 22:10:00+00,2000,ROBPER  ,ROBBERY OF PERSON             ,04 ,2018/12/06 00:00:00+00,,-93.28952,45.00086,-10384941.9665,5621657.156,Near - North,2018/12/06 00:00:00+00,2022/03/26 07:00:58+00,8336
-93.2843401609188,44.9386070114407,0035XX GRAND AVE S,MP2018399975        ,5     ,2018/12/05 00:00:00+00,2326,2018/12/05 00:00:00+00,2018/12/05 23:26:00+00,1545,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/06 00:00:00+00,10982,-93.28434,44.9386,-10384365.2457,5611861.5892,Lyndale,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8337
-93.2559368518714,44.9765006555512,0009XX WASHINGTON AVE S,MP2018400154        ,1     ,2018/12/06 00:00:00+00,431,2018/12/06 00:00:00+00,2018/12/06 04:31:00+00,340,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2018/12/06 00:00:00+00,25156,-93.25593,44.9765,-10381203.4038,5617822.7537,Downtown East,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8338
-93.2537185655835,44.9546377145691,0026XX 15TH AVE S,MP2018400186        ,3     ,2018/12/06 00:00:00+00,800,2018/12/05 00:00:00+00,2018/12/06 08:00:00+00,1000,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/06 00:00:00+00,16880,-93.25371,44.95463,-10380956.4653,5614382.9475,Midtown Phillips,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8339
-93.2190007837067,44.988819890145,0010XX 24TH AVE SE,MP2018400192        ,2     ,2018/12/06 00:00:00+00,758,2018/12/05 00:00:00+00,2018/12/06 07:58:00+00,2200,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/12/06 00:00:00+00,11502,-93.219,44.98881,-10377091.6995,5619761.5784,Como,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8340
-93.2795085982143,44.9779270057634,0010XX CURRIE AVE,MP2018400207        ,1     ,2018/12/06 00:00:00+00,854,2018/12/06 00:00:00+00,2018/12/06 08:54:00+00,615,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/07 00:00:00+00,16666,-93.2795,44.97792,-10383827.3986,5618047.2141,Downtown West,2018/12/10 00:00:00+00,2022/03/17 09:10:30+00,8341
-93.2887386844524,44.9875954028558,0009XX 7TH ST N,MP2018400226        ,4     ,2018/12/06 00:00:00+00,906,2018/12/06 00:00:00+00,2018/12/06 09:06:00+00,815,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/06 00:00:00+00,18814,-93.28873,44.98759,-10384854.8871,5619568.8476,Sumner - Glenwood,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8342
-93.2788292176363,44.9773362659962,0004XX 10TH ST N,MP2018400260        ,1     ,2018/12/06 00:00:00+00,1047,2018/12/06 00:00:00+00,2018/12/06 10:47:00+00,900,CSCR    ,CSC - RAPE                    ,03 ,2018/12/07 00:00:00+00,15157,-93.27882,44.97733,-10383751.7703,5617954.2505,Downtown West,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8343
-93.2358338619632,45.0229351505436,0030XX ULYSSES ST NE,MP2018400273        ,2     ,2018/12/06 00:00:00+00,1058,2018/12/05 00:00:00+00,2018/12/06 10:58:00+00,2000,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/06 00:00:00+00,18957,-93.23583,45.02293,-10378965.5492,5625132.8792,Audubon Park,2019/03/28 00:00:00+00,2022/03/17 09:10:30+00,8344
-93.2943118944588,45.0086482574702,0028XX EMERSON AVE N,MP2018400287        ,4     ,2018/12/06 00:00:00+00,1146,2018/10/12 00:00:00+00,2018/12/06 11:46:00+00,0,THFTSW  ,THEFT BY SWINDLE              ,07 ,2018/12/06 00:00:00+00,13990,-93.29431,45.00864,-10385475.294,5622883.0801,Hawthorne,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8345
-93.2855245429085,44.9528455463093,0027XX HARRIET AVE,MP2018400294        ,5     ,2018/12/06 00:00:00+00,1232,2018/12/05 00:00:00+00,2018/12/06 12:32:00+00,2015,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/06 00:00:00+00,16752,-93.28552,44.95284,-10384497.0905,5614101.0348,Whittier,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8346
-93.2729214489669,44.9739008623273,0009XX MARQUETTE AVE,MP2018400308        ,1     ,2018/12/06 00:00:00+00,1318,2018/12/06 00:00:00+00,2018/12/06 13:18:00+00,1026,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,05 ,2018/12/10 00:00:00+00,17423,-93.27292,44.9739,-10383094.1205,5617413.6465,Downtown West,2018/12/10 00:00:00+00,2022/03/17 09:10:30+00,8347
-93.2516796620781,45.0108693777367,0007XX 23RD AVE NE,MP2018400352        ,2     ,2018/12/06 00:00:00+00,1125,2018/12/06 00:00:00+00,2018/12/06 11:25:00+00,1115,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,05 ,2018/12/06 00:00:00+00,14205,-93.25167,45.01086,-10380729.4956,5623232.8096,Holland,2019/03/12 00:00:00+00,2022/03/17 09:10:30+00,8348
-93.2520421637363,44.9903186346122,0006XX CENTRAL AVE NE,MP2018400368        ,2     ,2018/12/06 00:00:00+00,1311,2018/12/06 00:00:00+00,2018/12/06 13:11:00+00,100,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/12 00:00:00+00,16590,-93.25204,44.99031,-10380769.8491,5619997.4821,Nicollet Island - East Bank,2018/12/12 00:00:00+00,2022/03/17 09:10:30+00,8349
-93.2905575096963,44.9600217128209,0022XX BRYANT AVE S,MP2018400372        ,5     ,2018/12/06 00:00:00+00,1157,2018/12/05 00:00:00+00,2018/12/06 11:57:00+00,2200,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/06 00:00:00+00,21969,-93.29055,44.96002,-10385057.3578,5615229.9173,Lowry Hill East,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8350
-93.2262801199148,44.9555832492672,0031XX 26TH ST E,MP2018400427        ,3     ,2018/12/06 00:00:00+00,1313,2018/11/29 00:00:00+00,2018/12/06 13:13:00+00,2100,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2018/12/06 00:00:00+00,13692,-93.22628,44.95558,-10377902.0315,5614531.6861,Seward,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8351
-93.2778132616775,44.9633268283735,0019XX NICOLLET AVE,MP2018400450        ,5     ,2018/12/06 00:00:00+00,1824,2018/11/28 00:00:00+00,2018/12/06 18:24:00+00,1542,THEFT   ,OTHER THEFT                   ,07 ,2018/12/06 00:00:00+00,18681,-93.27781,44.96332,-10383638.6746,5615749.8924,Steven's Square - Loring Heights,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8352
-93.2788259405821,44.9395330606019,0009XX 35TH ST W,MP2018400494        ,5     ,2018/12/06 00:00:00+00,2253,2018/12/05 00:00:00+00,2018/12/06 22:53:00+00,1800,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2018/12/07 00:00:00+00,17914,-93.27882,44.93953,-10383751.4055,5612007.2219,Lyndale,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8353
-93.2315052255621,44.9951632275616,0020XX KENNEDY ST NE,MP2018400521        ,2     ,2018/12/07 00:00:00+00,1054,2018/12/05 00:00:00+00,2018/12/07 10:54:00+00,1100,ASLT3   ,ASLT-SGNFCNT BDLY HM          ,05 ,2018/12/08 00:00:00+00,16797,-93.2315,44.99516,-10378483.6876,5620760.0675,Como,2018/12/08 00:00:00+00,2022/03/17 09:10:30+00,8354
-93.2524807374277,44.9456385403038,0031XX BLOOMINGTON AVE,MP2018400541        ,3     ,2018/12/06 00:00:00+00,1445,2018/12/06 00:00:00+00,2018/12/06 14:45:00+00,630,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/12/06 00:00:00+00,11968,-93.25248,44.94563,-10380818.6709,5612967.443,Powderhorn Park,2018/12/10 00:00:00+00,2022/03/17 09:10:30+00,8355
-93.2883077913567,44.9041792834653,0054XX LYNDALE AVE S,MP2018400573        ,5     ,2018/12/06 00:00:00+00,1632,2018/12/06 00:00:00+00,2018/12/06 16:32:00+00,1450,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/12/07 00:00:00+00,14675,-93.2883,44.90417,-10384806.9203,5606449.0684,Kenny,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8356
-93.3004463988042,44.9889739895649,0015XX 11TH AVE N,MP2018400576        ,4     ,2018/12/06 00:00:00+00,1520,2018/07/04 00:00:00+00,2018/12/06 15:20:00+00,1,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/06 00:00:00+00,15852,-93.30044,44.98897,-10386158.1839,5619785.8335,Near - North,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8357
-93.2247965531214,44.9736085145916,0009XX WASHINGTON AVE SE,MP2018400588        ,2     ,2018/12/06 00:00:00+00,1545,2018/12/06 00:00:00+00,2018/12/06 15:45:00+00,1450,THEFT   ,OTHER THEFT                   ,07 ,2018/12/07 00:00:00+00,22801,-93.22479,44.9736,-10377736.8816,5617367.6434,Prospect Park - East River Road,2019/03/28 00:00:00+00,2022/03/17 09:10:30+00,8358
-93.2980997998561,45.0194858259389,0035XX HUMBOLDT AVE N,MP2018400715        ,4     ,2018/12/06 00:00:00+00,1805,2018/12/06 00:00:00+00,2018/12/06 18:05:00+00,1750,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/06 00:00:00+00,10415,-93.29809,45.01948,-10385896.9617,5624589.6525,Folwell,2018/12/06 00:00:00+00,2022/03/17 09:10:30+00,8359
-93.2982919468004,44.9474742040119,0030XX HENNEPIN AVE,MP2018400730        ,5     ,2018/12/06 00:00:00+00,1835,2018/12/06 00:00:00+00,2018/12/06 18:35:00+00,1835,SHOPLF  ,SHOPLIFTING                   ,07 ,2018/12/07 00:00:00+00,11281,-93.29829,44.94747,-10385918.3514,5613256.1615,East Bde Maka Ska,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8360
-93.2778132616775,44.9633268283735,0019XX NICOLLET AVE,MP2018400736        ,5     ,2018/12/06 00:00:00+00,1915,2018/12/04 00:00:00+00,2018/12/06 19:15:00+00,1542,THEFT   ,OTHER THEFT                   ,07 ,2018/12/07 00:00:00+00,18681,-93.27781,44.96332,-10383638.6746,5615749.8924,Steven's Square - Loring Heights,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8361
-93.2982919468004,44.9474742040119,0030XX HENNEPIN AVE,MP2018400748        ,5     ,2018/12/06 00:00:00+00,2321,2018/12/06 00:00:00+00,2018/12/06 23:21:00+00,1804,THEFT   ,OTHER THEFT                   ,07 ,2018/12/07 00:00:00+00,11281,-93.29829,44.94747,-10385918.3514,5613256.1615,East Bde Maka Ska,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8362
-93.2409591010021,45.0158977971386,0026XX PIERCE ST NE,MP2018400798        ,2     ,2018/12/06 00:00:00+00,1937,2018/12/06 00:00:00+00,2018/12/06 19:37:00+00,1,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/07 00:00:00+00,10590,-93.24095,45.01589,-10379536.0882,5624024.6163,Audubon Park,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8363
-93.2518386117811,44.9447304236609,0015XX 32ND ST E,MP2018400799        ,3     ,2018/12/06 00:00:00+00,1918,2018/12/06 00:00:00+00,2018/12/06 19:18:00+00,1918,ROBPER  ,ROBBERY OF PERSON             ,04 ,2018/12/07 00:00:00+00,,-93.25183,44.94473,-10380747.1898,5612824.6152,East Phillips,2018/12/07 00:00:00+00,2022/03/26 07:00:58+00,8364
-93.2882138599173,45.043915004659,0006XX 49TH AVE N,MP2018400805        ,4     ,2018/12/06 00:00:00+00,2102,2018/12/06 00:00:00+00,2018/12/06 21:02:00+00,1830,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/07 00:00:00+00,18055,-93.28821,45.04391,-10384796.4639,5628437.6564,Lind - Bohanon,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8365
-93.3070393574566,45.0231715808621,0037XX OLIVER AVE N,MP2018400810        ,4     ,2018/12/06 00:00:00+00,2011,2018/12/06 00:00:00+00,2018/12/06 20:11:00+00,700,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/07 00:00:00+00,22372,-93.30703,45.02317,-10386892.1087,5625170.1153,Folwell,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8366
-93.2631200413947,44.9723680567431,0007XX PARK AVE,MP2018400812        ,1     ,2018/12/06 00:00:00+00,2300,2018/12/02 00:00:00+00,2018/12/06 23:00:00+00,1200,CSCR    ,CSC - SODOMY                  ,03 ,2018/12/07 00:00:00+00,18846,-93.26312,44.97236,-10382003.0328,5617172.4507,Elliot Park,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8367
-93.3082079749114,45.0055717731825,0025XX PENN AVE N,MP2018400829        ,4     ,2018/12/06 00:00:00+00,2249,2018/12/06 00:00:00+00,2018/12/06 22:49:00+00,730,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/07 00:00:00+00,20609,-93.3082,45.00557,-10387022.1986,5622398.6905,Jordan,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8368
-93.2789011583175,44.9714033643959,0013XX LASALLE AVE,MP2018400834        ,1     ,2018/12/06 00:00:00+00,2039,2018/12/05 00:00:00+00,2018/12/06 20:39:00+00,1600,TFPER   ,THEFT FROM PERSON SNATCH/GRAB ,07 ,2018/12/07 00:00:00+00,17092,-93.2789,44.9714,-10383759.7787,5617020.6541,Loring Park,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8369
-93.2453083007384,44.9914886916707,0008XX HENNEPIN AVE E,MP2018400842        ,2     ,2018/12/06 00:00:00+00,2151,2018/12/06 00:00:00+00,2018/12/06 21:51:00+00,1944,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/12/07 00:00:00+00,21859,-93.2453,44.99148,-10380020.2389,5620181.6544,Beltrami,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8370
-93.2453083007384,44.9914886916707,0008XX HENNEPIN AVE E,MP2018400847        ,2     ,2018/12/06 00:00:00+00,2155,2018/12/06 00:00:00+00,2018/12/06 21:55:00+00,1830,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/12/07 00:00:00+00,21859,-93.2453,44.99148,-10380020.2389,5620181.6544,Beltrami,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8371
-93.2950993872813,44.9577785584664,0024XX HENNEPIN AVE,MP2018400850        ,5     ,2018/12/06 00:00:00+00,2115,2018/12/06 00:00:00+00,2018/12/06 21:15:00+00,1900,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2018/12/07 00:00:00+00,17602,-93.29509,44.95777,-10385562.9573,5614877.0316,Lowry Hill East,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8372
-93.2615799570951,45.0092753186915,0021XX 4TH ST NE,MP2018400867        ,2     ,2018/12/06 00:00:00+00,2122,2018/12/06 00:00:00+00,2018/12/06 21:22:00+00,2017,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/07 00:00:00+00,,-93.26157,45.00927,-10381831.5914,5622981.8135,Holland,2018/12/07 00:00:00+00,2022/03/26 07:00:58+00,8373
-93.3014597218009,44.9492611944722,0015XX LAGOON AVE,MP2018400877        ,5     ,2018/12/06 00:00:00+00,2245,2018/12/06 00:00:00+00,2018/12/06 22:45:00+00,2015,ROBPER  ,ROBBERY OF PERSON             ,04 ,2018/12/07 00:00:00+00,,-93.30145,44.94926,-10386270.9865,5613537.2334,East Isles,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8374
-93.2417198258257,44.9627471041063,0021XX FRANKLIN AVE E,MP2018400882        ,3     ,2018/12/06 00:00:00+00,2200,2018/12/06 00:00:00+00,2018/12/06 22:00:00+00,2022,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/08 00:00:00+00,18039,-93.24171,44.96274,-10379620.7717,5615658.6855,Seward,2018/12/08 00:00:00+00,2022/03/17 09:10:30+00,8375
-93.2626719249,44.9488396958729,0029XX CHICAGO AVE,MP2018400889        ,3     ,2018/12/06 00:00:00+00,2323,2018/12/06 00:00:00+00,2018/12/06 23:23:00+00,1500,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/07 00:00:00+00,25867,-93.26267,44.94883,-10381953.1487,5613470.936,Midtown Phillips,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8376
-93.2979851909955,44.9528643695585,0027XX HENNEPIN AVE,MP2018400896        ,5     ,2018/12/06 00:00:00+00,2212,2018/12/06 00:00:00+00,2018/12/06 22:12:00+00,1930,TFMV    ,THEFT FROM MOTR VEHC          ,07 ,2018/12/07 00:00:00+00,22779,-93.29798,44.95286,-10385884.2035,5614103.9957,East Isles,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8377
-93.2346089354115,44.9600687265909,0022XX 26TH AVE S,MP2018400909        ,3     ,2018/12/07 00:00:00+00,132,2018/12/06 00:00:00+00,2018/12/07 01:32:00+00,1,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/07 00:00:00+00,14960,-93.2346,44.96006,-10378829.191,5615237.3135,Seward,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8378
-93.262553602404,44.9645674773141,0018XX CHICAGO AVE,MP2018400926        ,3     ,2018/12/06 00:00:00+00,2339,2018/12/06 00:00:00+00,2018/12/06 23:39:00+00,1200,THEFT   ,OTHER THEFT                   ,07 ,2018/12/07 00:00:00+00,18714,-93.26255,44.96456,-10381939.9771,5615945.0844,Ventura Village,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8379
-93.2229610048401,44.9386881490494,0035XX 34TH AVE S,MP2018400931        ,3     ,2018/12/07 00:00:00+00,47,2018/12/06 00:00:00+00,2018/12/07 00:47:00+00,2145,AUTOTH  ,AUTOMOBILE THEFT              ,08 ,2018/12/07 00:00:00+00,20889,-93.22296,44.93868,-10377532.5493,5611874.349,Howe,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8380
-93.2759247154894,44.9725101809971,0011XX NICOLLET MALL,MP2018400934        ,1     ,2018/12/06 00:00:00+00,2254,2018/12/06 00:00:00+00,2018/12/06 22:54:00+00,2254,THEFT   ,OTHER THEFT                   ,07 ,2018/12/07 00:00:00+00,16615,-93.27592,44.97251,-10383428.4426,5617194.8145,Downtown West,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8381
-93.247264791003,45.0285127628444,0033XX CENTRAL AVE NE,MP2018400976        ,2     ,2018/12/06 00:00:00+00,2336,2018/12/06 00:00:00+00,2018/12/06 23:36:00+00,1100,BURGD   ,BURGLARY OF DWELLING          ,06 ,2018/12/07 00:00:00+00,22586,-93.24726,45.02851,-10380238.0344,5626011.3546,Waite Park,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8382
-93.2740329605191,44.9645850375999,0018XX 2ND AVE S,MP2018400988        ,5     ,2018/12/07 00:00:00+00,6,2018/12/06 00:00:00+00,2018/12/07 00:06:00+00,2259,DASTR   ,DOMESTIC ASSAULT/STRANGULATION,05,2018/12/07 00:00:00+00,16607,-93.27403,44.96458,-10383217.8534,5615947.8472,Steven's Square - Loring Heights,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8383
-93.2574953498376,44.9627208785142,0012XX FRANKLIN AVE E,MP2018401008        ,3     ,2018/12/07 00:00:00+00,10,2018/12/06 00:00:00+00,2018/12/07 00:10:00+00,2329,BURGB   ,BURGLARY OF BUSINESS          ,06 ,2018/12/07 00:00:00+00,16489,-93.25749,44.96272,-10381376.895,5615654.5595,Ventura Village,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8384
-93.3110620788759,44.9853139689224,0006XX RUSSELL AVE N,MP2018401044        ,4     ,2018/12/07 00:00:00+00,118,2018/12/06 00:00:00+00,2018/12/07 01:18:00+00,1930,THFTSW  ,THEFT BY SWINDLE              ,07 ,2018/12/07 00:00:00+00,18173,-93.31106,44.98531,-10387339.916,5619209.7674,Willard - Hay,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8385
-93.2771378866873,44.969815298034,0001XX GRANT ST E,MP2018401082        ,1     ,2018/12/07 00:00:00+00,234,2018/12/06 00:00:00+00,2018/12/07 02:34:00+00,130,ROBPAG  ,ROBBERY PER AGG               ,04 ,2018/12/07 00:00:00+00,16711,-93.27713,44.96981,-10383563.4922,5616770.7737,Loring Park,2018/12/19 00:00:00+00,2022/03/17 09:10:30+00,8386
-93.2514260586902,44.9828342476415,0005XX MAIN ST SE,MP2018401088        ,2     ,2018/12/07 00:00:00+00,153,2018/12/07 00:00:00+00,2018/12/07 01:53:00+00,153,ARSON   ,ARSON                         ,10 ,2018/12/07 00:00:00+00,17739,-93.25142,44.98283,-10380701.2646,5618819.4945,Marcy Holmes,2018/12/10 00:00:00+00,2022/03/17 09:10:30+00,8387
-93.2788292176363,44.9773362659962,0004XX 10TH ST N,MP2018401090        ,1     ,2018/12/07 00:00:00+00,248,2018/12/07 00:00:00+00,2018/12/07 02:48:00+00,200,THEFT   ,OTHER THEFT                   ,07 ,2018/12/07 00:00:00+00,21654,-93.27882,44.97733,-10383751.7703,5617954.2505,Downtown West,2018/12/07 00:00:00+00,2022/03/17 09:10:30+00,8388
-93.2899421466587,45.0221318493349,0008XX 37TH AVE N,MP2018401098        ,4     ,2018/12/07 00:00:00+00,403,2018/12/07 00:00:00+00,2018/12/07 04:03:00+00,200,DASLT2  ,2ND DEG DOMES ASLT            ,05 ,2018/12/08 00:00:00+00,10013,-93.28994,45.02213,-10384988.8559,5625006.3661,McKinley,2018/12/08 00:00:00+00,2022/03/17 09:10:30+00,8389
